business_id,business_name,dataset_position,strategy,model,evaluator_model,input_review_count,positive_review_count,negative_review_count,input_concatenated_text,review_scores,expected_vader_score,summary_vader_score,sentiment_deviation,negative_review_cosine_similarity,geval_score,geval_response,latency_s,output_words,summary,bertscore_neg_precision,bertscore_neg_recall,bertscore_neg_f1,bertscore_all_f1,neg_attention_ratio
-JIeZE7f926mnRNcdnYk6Q,Borderlands Brewing,middle,baseline,openai/gpt-4o-mini,gpt-4o,2,1,1,"Soooo bad. Don't waste your money. I wanted a margarita and the waitress told me they were out of marg mix so I asked for a tequila soda with lime instead and another waitress came up to me and told me they don't have a liquor license and they make their margs with wine (??) super weird and confusing. Then the original waitress came up and gave me a tequila with still water and one dry lime. Sooo gross. We ordered the shrimp tacos and didn't finish them because they were so flavorless not even the salsa had any flavor. Don't waist your time here.

I went there for lunch or that I have a buddy mine took me and I had the number 12 or whatever it is called Hanger 12 very good service was impeccable everything out of the drinks everything is Jarvis the food was in the food was outstanding I would go that I would go back there again and again",-0.2565|0.8173,0.2804,-0.0754,0.3558,0.0565,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.2182,46,"Customer opinions are highly polarized; one reviewer had a very negative experience due to poor drink options and flavorless food, while another praised the impeccable service and outstanding food quality. Overall, the establishment seems to have inconsistent offerings that can lead to either disappointment or satisfaction.",0.85079,0.8103,0.83005,0.8371,0.99158
bbdhBsp7lbQHhMi1S7TmwA,Americana 50s Diner,middle,baseline,openai/gpt-4o-mini,gpt-4o,2,1,1,"I have lived down the street from the diner for 6 years.  The owner is always there with his hair all over the place and looking like he just woke up.  I stopped going when 3 times in a row I got bad food.  The first was ham with my breakfast that was bad and tasted Like sour milk.  The site of the owner simply made us not want to come back and he never had a smile on his face.

This is where I usually go when my dad comes to town :-) he loves this type of food and atmosphere. I actually visited by myself a few days ago when I was craving breakfast items. I don't think I've ever had a bad meal there. The variety is amazing and the prices are extremely reasonable. The food is always fast hot and tasty.",-0.7377|0.7430,0.0026,0.765,0.7624,0.148,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.6881,56,"Customer opinions are mixed; while one reviewer expresses disappointment with the food quality and the owner's appearance, another praises the diner for its delicious meals, variety, and reasonable prices, highlighting a positive dining experience. Overall, the diner seems to have loyal customers who appreciate the atmosphere, but there are concerns about consistency and the owner's demeanor.",0.86333,0.85695,0.86012,0.85107,1.01063
SsB0kJpBhIDK8CrcRWXuYA,Starbucks,middle,cot,openai/gpt-4o-mini,gpt-4o,2,1,1,"As Starbucks go this one is pretty small, and although the staff is very nice here, the lines are often too long and frankly, it's just a Starbucks and there are other choices not far away. the parking lot is very small and the drive thru makes the entire retail experience a bad one.

There are many Starbucks choices in he area, but what makes the experience worth it is the staff. They treat you like family.",0.4201|0.8462,0.6331,0.8402,0.207,0.3269,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 4, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.2442,40,"Customers appreciate the friendly staff at this Starbucks, noting that they create a welcoming atmosphere. However, the small size of the location, long lines, and limited parking detract from the overall experience, especially given the availability of other nearby options.",0.88121,0.89481,0.88795,0.89316,0.99418
-JIeZE7f926mnRNcdnYk6Q,Borderlands Brewing,middle,cot,openai/gpt-4o-mini,gpt-4o,2,1,1,"Soooo bad. Don't waste your money. I wanted a margarita and the waitress told me they were out of marg mix so I asked for a tequila soda with lime instead and another waitress came up to me and told me they don't have a liquor license and they make their margs with wine (??) super weird and confusing. Then the original waitress came up and gave me a tequila with still water and one dry lime. Sooo gross. We ordered the shrimp tacos and didn't finish them because they were so flavorless not even the salsa had any flavor. Don't waist your time here.

I went there for lunch or that I have a buddy mine took me and I had the number 12 or whatever it is called Hanger 12 very good service was impeccable everything out of the drinks everything is Jarvis the food was in the food was outstanding I would go that I would go back there again and again",-0.2565|0.8173,0.2804,0.6249,0.3445,0.0565,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.2261,45,"Customer opinions are highly polarized: one reviewer had a negative experience due to poor drink options and flavorless food, while another praised the excellent service and outstanding food quality. Overall, the restaurant seems to have inconsistent offerings that can lead to very different dining experiences.",0.8511,0.80789,0.82893,0.83772,0.9895
bbdhBsp7lbQHhMi1S7TmwA,Americana 50s Diner,middle,cot,openai/gpt-4o-mini,gpt-4o,2,1,1,"I have lived down the street from the diner for 6 years.  The owner is always there with his hair all over the place and looking like he just woke up.  I stopped going when 3 times in a row I got bad food.  The first was ham with my breakfast that was bad and tasted Like sour milk.  The site of the owner simply made us not want to come back and he never had a smile on his face.

This is where I usually go when my dad comes to town :-) he loves this type of food and atmosphere. I actually visited by myself a few days ago when I was craving breakfast items. I don't think I've ever had a bad meal there. The variety is amazing and the prices are extremely reasonable. The food is always fast hot and tasty.",-0.7377|0.7430,0.0026,0.91,0.9074,0.1672,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 4, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.6983,49,"Customer opinions are mixed; one reviewer expresses dissatisfaction with the owner's appearance and repeated bad food experiences, while another praises the diner for its great food variety, reasonable prices, and consistently good meals. Overall, the diner seems to have loyal customers who appreciate the atmosphere, despite some negative experiences.",0.86431,0.85919,0.86174,0.85371,1.0094
SsB0kJpBhIDK8CrcRWXuYA,Starbucks,middle,repetition,openai/gpt-4o-mini,gpt-4o,2,1,1,"As Starbucks go this one is pretty small, and although the staff is very nice here, the lines are often too long and frankly, it's just a Starbucks and there are other choices not far away. the parking lot is very small and the drive thru makes the entire retail experience a bad one.

There are many Starbucks choices in he area, but what makes the experience worth it is the staff. They treat you like family.",0.4201|0.8462,0.6331,0.7845,0.1513,0.4419,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 4, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.3742,41,"Customers appreciate the friendly staff at this small Starbucks, which makes the experience enjoyable despite long lines and limited parking. However, the overall convenience is hindered by the small size and drive-thru issues, especially given the availability of other nearby options.",0.87468,0.8997,0.88701,0.89583,0.99016
-JIeZE7f926mnRNcdnYk6Q,Borderlands Brewing,middle,repetition,openai/gpt-4o-mini,gpt-4o,2,1,1,"Soooo bad. Don't waste your money. I wanted a margarita and the waitress told me they were out of marg mix so I asked for a tequila soda with lime instead and another waitress came up to me and told me they don't have a liquor license and they make their margs with wine (??) super weird and confusing. Then the original waitress came up and gave me a tequila with still water and one dry lime. Sooo gross. We ordered the shrimp tacos and didn't finish them because they were so flavorless not even the salsa had any flavor. Don't waist your time here.

I went there for lunch or that I have a buddy mine took me and I had the number 12 or whatever it is called Hanger 12 very good service was impeccable everything out of the drinks everything is Jarvis the food was in the food was outstanding I would go that I would go back there again and again",-0.2565|0.8173,0.2804,0.2732,0.0072,0.0541,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.4326,42,"Customer opinions are highly polarized, with one reviewer expressing extreme dissatisfaction due to poor drink options and flavorless food, while another praises the exceptional service and outstanding food quality. Overall, experiences seem to vary significantly, suggesting inconsistency in service and menu offerings.",0.8496,0.80796,0.82826,0.83436,0.99268
bbdhBsp7lbQHhMi1S7TmwA,Americana 50s Diner,middle,repetition,openai/gpt-4o-mini,gpt-4o,2,1,1,"I have lived down the street from the diner for 6 years.  The owner is always there with his hair all over the place and looking like he just woke up.  I stopped going when 3 times in a row I got bad food.  The first was ham with my breakfast that was bad and tasted Like sour milk.  The site of the owner simply made us not want to come back and he never had a smile on his face.

This is where I usually go when my dad comes to town :-) he loves this type of food and atmosphere. I actually visited by myself a few days ago when I was craving breakfast items. I don't think I've ever had a bad meal there. The variety is amazing and the prices are extremely reasonable. The food is always fast hot and tasty.",-0.7377|0.7430,0.0026,0.296,0.2933,0.1596,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.0452,41,"Customer opinions are mixed; one reviewer had multiple negative experiences with bad food and an unkempt owner, leading them to stop visiting. In contrast, another customer enjoys the diner for its delicious food, variety, and reasonable prices, consistently having positive experiences.",0.86071,0.85995,0.86033,0.8544,1.00695
SsB0kJpBhIDK8CrcRWXuYA,Starbucks,end,baseline,openai/gpt-4o-mini,gpt-4o,2,1,1,"There are many Starbucks choices in he area, but what makes the experience worth it is the staff. They treat you like family.

As Starbucks go this one is pretty small, and although the staff is very nice here, the lines are often too long and frankly, it's just a Starbucks and there are other choices not far away. the parking lot is very small and the drive thru makes the entire retail experience a bad one.",0.8462|0.4201,0.6331,0.7003,0.0672,0.3062,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 4, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",0.9297,33,"Customers appreciate the friendly, family-like service from the staff at this Starbucks location. However, many find the small size, long lines, and limited parking to be significant drawbacks compared to other nearby options.",0.89923,0.87642,0.88768,0.88615,1.00172
-JIeZE7f926mnRNcdnYk6Q,Borderlands Brewing,end,baseline,openai/gpt-4o-mini,gpt-4o,2,1,1,"I went there for lunch or that I have a buddy mine took me and I had the number 12 or whatever it is called Hanger 12 very good service was impeccable everything out of the drinks everything is Jarvis the food was in the food was outstanding I would go that I would go back there again and again

Soooo bad. Don't waste your money. I wanted a margarita and the waitress told me they were out of marg mix so I asked for a tequila soda with lime instead and another waitress came up to me and told me they don't have a liquor license and they make their margs with wine (??) super weird and confusing. Then the original waitress came up and gave me a tequila with still water and one dry lime. Sooo gross. We ordered the shrimp tacos and didn't finish them because they were so flavorless not even the salsa had any flavor. Don't waist your time here.",0.8173|-0.2565,0.2804,0.9028,0.6224,0.1403,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.4597,39,"Customer opinions are highly polarized: one reviewer praised the excellent service and outstanding food, expressing a desire to return, while another criticized the lack of drink options and flavorless food, advising others not to waste their time or money.",0.85957,0.83078,0.84493,0.83725,1.00917
bbdhBsp7lbQHhMi1S7TmwA,Americana 50s Diner,end,baseline,openai/gpt-4o-mini,gpt-4o,2,1,1,"This is where I usually go when my dad comes to town :-) he loves this type of food and atmosphere. I actually visited by myself a few days ago when I was craving breakfast items. I don't think I've ever had a bad meal there. The variety is amazing and the prices are extremely reasonable. The food is always fast hot and tasty.

I have lived down the street from the diner for 6 years.  The owner is always there with his hair all over the place and looking like he just woke up.  I stopped going when 3 times in a row I got bad food.  The first was ham with my breakfast that was bad and tasted Like sour milk.  The site of the owner simply made us not want to come back and he never had a smile on his face.",0.7430|-0.7377,0.0026,0.7269,0.7243,0.1494,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 5, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",2.1696,43,"Customers generally appreciate the diner for its delicious food, variety, and reasonable prices, often enjoying visits with family or for breakfast. However, some have had negative experiences, citing issues with food quality and an unwelcoming atmosphere due to the owner's appearance and demeanor.",0.86496,0.84126,0.85295,0.85898,0.99297
SsB0kJpBhIDK8CrcRWXuYA,Starbucks,end,cot,openai/gpt-4o-mini,gpt-4o,2,1,1,"There are many Starbucks choices in he area, but what makes the experience worth it is the staff. They treat you like family.

As Starbucks go this one is pretty small, and although the staff is very nice here, the lines are often too long and frankly, it's just a Starbucks and there are other choices not far away. the parking lot is very small and the drive thru makes the entire retail experience a bad one.",0.8462|0.4201,0.6331,0.6124,0.0207,0.378,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 4, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.7102,37,"Customers appreciate the friendly, family-like service from the staff at this Starbucks location. However, the small size, long lines, limited parking, and drive-thru issues detract from the overall experience, especially given the availability of other nearby options.",0.90418,0.8886,0.89632,0.89262,1.00414
-JIeZE7f926mnRNcdnYk6Q,Borderlands Brewing,end,cot,openai/gpt-4o-mini,gpt-4o,2,1,1,"I went there for lunch or that I have a buddy mine took me and I had the number 12 or whatever it is called Hanger 12 very good service was impeccable everything out of the drinks everything is Jarvis the food was in the food was outstanding I would go that I would go back there again and again

Soooo bad. Don't waste your money. I wanted a margarita and the waitress told me they were out of marg mix so I asked for a tequila soda with lime instead and another waitress came up to me and told me they don't have a liquor license and they make their margs with wine (??) super weird and confusing. Then the original waitress came up and gave me a tequila with still water and one dry lime. Sooo gross. We ordered the shrimp tacos and didn't finish them because they were so flavorless not even the salsa had any flavor. Don't waist your time here.",0.8173|-0.2565,0.2804,0.1531,0.1273,0.0591,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.4226,39,"Customer opinions are highly polarized: one reviewer praised the exceptional service and delicious food, expressing a desire to return, while another had a negative experience, citing poor drink options and flavorless food, ultimately advising others to avoid the restaurant.",0.8512,0.82462,0.8377,0.82909,1.01039
bbdhBsp7lbQHhMi1S7TmwA,Americana 50s Diner,end,cot,openai/gpt-4o-mini,gpt-4o,2,1,1,"This is where I usually go when my dad comes to town :-) he loves this type of food and atmosphere. I actually visited by myself a few days ago when I was craving breakfast items. I don't think I've ever had a bad meal there. The variety is amazing and the prices are extremely reasonable. The food is always fast hot and tasty.

I have lived down the street from the diner for 6 years.  The owner is always there with his hair all over the place and looking like he just woke up.  I stopped going when 3 times in a row I got bad food.  The first was ham with my breakfast that was bad and tasted Like sour milk.  The site of the owner simply made us not want to come back and he never had a smile on his face.",0.7430|-0.7377,0.0026,0.802,0.7994,0.1494,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 5, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.9055,45,"Customers generally appreciate the diner for its delicious food, variety, and reasonable prices, often enjoying visits with family or for breakfast. However, some have had negative experiences, particularly with food quality and the owner's unkempt appearance, leading to a decline in their willingness to return.",0.86551,0.84451,0.85488,0.85845,0.99584
SsB0kJpBhIDK8CrcRWXuYA,Starbucks,end,repetition,openai/gpt-4o-mini,gpt-4o,2,1,1,"There are many Starbucks choices in he area, but what makes the experience worth it is the staff. They treat you like family.

As Starbucks go this one is pretty small, and although the staff is very nice here, the lines are often too long and frankly, it's just a Starbucks and there are other choices not far away. the parking lot is very small and the drive thru makes the entire retail experience a bad one.",0.8462|0.4201,0.6331,0.6124,0.0207,0.3742,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 4, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.2033,33,"Customers appreciate the friendly, family-like service from the staff at this Starbucks location. However, they also find the small size, long lines, limited parking, and drive-thru issues to detract from the overall experience.",0.89624,0.87348,0.88471,0.88361,1.00124
-JIeZE7f926mnRNcdnYk6Q,Borderlands Brewing,end,repetition,openai/gpt-4o-mini,gpt-4o,2,1,1,"I went there for lunch or that I have a buddy mine took me and I had the number 12 or whatever it is called Hanger 12 very good service was impeccable everything out of the drinks everything is Jarvis the food was in the food was outstanding I would go that I would go back there again and again

Soooo bad. Don't waste your money. I wanted a margarita and the waitress told me they were out of marg mix so I asked for a tequila soda with lime instead and another waitress came up to me and told me they don't have a liquor license and they make their margs with wine (??) super weird and confusing. Then the original waitress came up and gave me a tequila with still water and one dry lime. Sooo gross. We ordered the shrimp tacos and didn't finish them because they were so flavorless not even the salsa had any flavor. Don't waist your time here.",0.8173|-0.2565,0.2804,0.0516,0.2288,0.0591,4.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 3, ""consistency"": 5, ""coherence"": 5, ""overall"": 4}
```",1.0529,41,"Customer opinions are highly polarized; one reviewer praised the outstanding food and impeccable service, expressing a desire to return, while another had a negative experience, criticizing the lack of drink options and flavorless food, ultimately advising others to avoid the restaurant.",0.84841,0.82454,0.83631,0.83091,1.0065
bbdhBsp7lbQHhMi1S7TmwA,Americana 50s Diner,end,repetition,openai/gpt-4o-mini,gpt-4o,2,1,1,"This is where I usually go when my dad comes to town :-) he loves this type of food and atmosphere. I actually visited by myself a few days ago when I was craving breakfast items. I don't think I've ever had a bad meal there. The variety is amazing and the prices are extremely reasonable. The food is always fast hot and tasty.

I have lived down the street from the diner for 6 years.  The owner is always there with his hair all over the place and looking like he just woke up.  I stopped going when 3 times in a row I got bad food.  The first was ham with my breakfast that was bad and tasted Like sour milk.  The site of the owner simply made us not want to come back and he never had a smile on his face.",0.7430|-0.7377,0.0026,0.5994,0.5968,0.1471,5.0,"```json
{""negative_review_representation"": 5, ""sentiment_proportionality"": 5, ""consistency"": 5, ""coherence"": 5, ""overall"": 5}
```",1.1128,42,"Customers generally appreciate the diner for its delicious food, variety, and reasonable prices, often enjoying their visits, especially for breakfast. However, some have had negative experiences, particularly with food quality and the owner's unkempt appearance and demeanor, leading them to stop visiting.",0.86772,0.8456,0.85652,0.85973,0.99626
